DESCRIPTION,PROPERTY NAME,ESA,STREET START NR,STREET END NR,LOT PREFIX,LOT NUMBER,STREET_NAME,STREET TYPE,LOCALITY_NAME,STATE CODE,POST CODE,LONG  DEG,LONG  MIN,LONG SEC,EW HEM,LAT DEG,LAT MIN,LAT SEC,NS HEMI,AMG ZONE,EASTING,NORTHING,PMS CODE
,GLENLEE EXCHANGE (SCAX),GLLE,,,,,SCHWEDES,RD,GLENLEE,VIC,3418,142,53,0,E,36,13,37,S,54,669257,5989247,7338
,GLENLYON EXCHANGE (SCAX),GYON,,,,,BARKLY,ST,GLENLYON,VIC,3461,144,14,40,E,37,17,40,S,55,255739,5868916,7352
,GLENMAGGIE EXCHANGE (SCAX),GAGI,,,,,HEYFIELD-LICOLA,RD,GLENMAGGIE,VIC,3858,146,45,2,E,37,53,29,S,55,478059,5806191,7258
,GLENORCHY EXCHANGE,GLOR,,,,,FOREST,ST,GLENORCHY,VIC,3385,142,39,48,E,36,54,25,S,54,648179,5914170,7354
,GLENROWAN EXCHCHANGE & COAX RE,GRWN,29,,,,HILL,ST,GLENROWAN,VIC,3675,146,13,27,E,36,27,28,S,55,430480,5964981,7336
CNR ILLAWARRA ST,GLENROY EXCHANGE,GNRY,752,754,,,PASCOE VALE,RD,GLENROY,VIC,3046,144,55,1,E,37,42,37,S,55,316380,5824301,5905
,GLENTHOMPSON EXCHANGE (SCAX),GLON,,,,,MEMORIAL,RD,GLENTHOMPSON,VIC,3293,142,32,48,E,37,38,15,S,54,636461,5833290,7347
,GNARWARRE EXCHANGE,GNAR,1585,,,,BARRABOOL,RD,GNARWARRE,VIC,3221,144,9,39,E,38,10,15,S,55,251280,5771433,7344
,GOLDEN BEACH EXCHANGE,GOBH,,,,,FAIRWAY,AVE,GOLDEN BEACH,VIC,3851,147,23,56,E,38,12,35,S,55,534913,5770826,7256
CNR FRAZER RD,GOOMALIBEE EXCHANGE,GLBE,,,,,HARRIS,RD,GOOMALIBEE,VIC,3673,145,48,37,E,36,28,8,S,55,393400,5963400,7762
,GOON NURE EXCHANGE,GONN,,,,,LOWER GOON NURE,RD,GOON NURE,VIC,3875,147,32,20,E,37,57,41,S,55,547329,5798318,7761
NO SITE COORDS ARE APPROX,GOONAWARRA RSS,SUNB,,,,,,,GOONAWARRA,VIC,3429,144,45,4,E,37,34,46,S,55,301413,5838470,
200M S CNR MOUNT JERSEY RD,GOONGERAH EXCHANGE,GOOG,,,,,BONANG,HWY,GOONGERAH,VIC,3888,148,41,57,E,37,19,1,S,55,650565,5868620,93223
,GOORAMBAT EXCHANGE,GRBT,,,,,MAIN,ST,GOORAMBAT,VIC,3725,145,55,12,E,36,24,28,S,55,403155,5970264,5949
CNR RAILWAY PL N,GOORNONG EXCHANGE,GOOR,,,,,MAIN,RD,GOORNONG,VIC,3557,144,30,18,E,36,36,50,S,55,276860,5945074,7355
,GORAE WEST EXCHANGE,GORW,,,,,PORTLAND-NELSON,RD,GORAE,VIC,3305,141,29,22,E,38,14,52,S,54,542827,5766589,5950
,GORDON EXCHANGE,GORD,,,,,GORDON MEREDITH,RD,GORDON,VIC,3345,144,6,12,E,37,36,4,S,55,244275,5834494,7357
,GORMANDALE EXCHANGE (SCAX),GORM,49,,,,MAIN,RD,GORMANDALE,VIC,3873,146,42,14,E,38,17,41,S,55,474099,5761458,5951
,GOROKE EXCHANGE (SCAX),GORK,39,,,,COMPSTON,ST,GOROKE,VIC,3412,141,28,27,E,36,43,2,S,54,542343,5936402,5952
,GOWAR EAST EXCHANGE (SCAX),GOWE,,,,,WEDDERBURN-GOWAR,RD,GOWAR EAST,VIC,3478,143,24,37,E,36,32,58,S,54,715729,5952417,7359
,GRANTVILLE EXCHANGE (TSB),GRTV,21,,,,GRANTVILLE-GLEN ALVIE,RD,GRANTVILLE,VIC,3984,145,32,4,E,38,24,55,S,55,372048,5747104,9494
,GRANYA EXCHANGE,GNYA,,,,,MURRAY VALLEY,HWY,GRANYA,VIC,3701,147,19,11,E,36,6,30,S,55,528765,6003975,11894
,GRASS FLAT EXCHANGE (SCAX),GSFT,,,,,ARAPILES-GRASS FLAT,RD,GRASS FLAT,VIC,3409,141,52,16,E,36,38,5,S,54,577875,5945305,7362
,GRASSDALE EXCHANGE (SCAX),GASS,,,,,MCPHAILS,LANE,GRASSDALE,VIC,3302,141,39,46,E,37,51,8,S,54,558306,5810384,7365
,GRASSMERE EXCHANGE,GERE,,,,,GRASSMERE,RD,GRASSMERE,VIC,3281,142,31,28,E,38,17,8,S,54,633324,5761413,7351
,GRAYTOWN EXCHANGE,GRTN,,,,,BULL,LANE,GRAYTOWN,VIC,3608,144,55,48,E,36,50,18,S,55,315429,5921068,7368
,GRE GRE EXCHANGE (SCAX),GRGR,,,,,KNIGHTS,RD,GRE GRE,VIC,3478,143,2,59,E,36,39,3,S,54,683214,5941916,7371
,GREAT WESTERN EXCHANGE,GWES,,,,,CUBITT,ST,GREAT WESTERN,VIC,3377,142,51,7,E,37,9,14,S,54,664450,5886462,7356
,GREEN LAKE EXCHANGE (SCAX),GAKE,,,,,WESTERN,HWY,GREEN LAKE,VIC,3401,142,18,14,E,36,47,20,S,54,616334,5927765,7363
,GREENS CREEK EXCHANGE (SCAX),GEEK,,,,,CAMPBELLS BRIDGE-GREENS C,RD,GREENS CREEK,VIC,3381,142,56,31,E,36,56,22,S,54,672929,5910095,7840
,GREENSBOROUGH EXCHANGE,GBRH,15,23,,,MAIN,ST,GREENSBOROUGH,VIC,3088,145,6,11,E,37,42,11,S,55,332782,5825427,7369
,GREENVALE EXCHANGE,GRLE,660,,,,MICKLEHAM,RD,WESTMEADOWS,VIC,3049,144,52,19,E,37,38,6,S,55,312223,5832565,6959
,GREENWALD EXCHANGE,GALD,,,,,PRINCES,HWY,GREENWALD,VIC,3304,141,24,5,E,37,59,2,S,54,535248,5795906,6967
,GRENVILLE EXCHANGE,GVIL,,,,,BUNINYONG MOUNT MERCER,RD,GRENVILLE,VIC,3352,143,52,41,E,37,47,27,S,54,753425,5813502,6733
,GRETA EXCHANGE,GRTA,,,,,WANGARATTA GRETA SOUTH,RD,GRETA,VIC,3675,146,16,24,E,36,33,58,S,55,434969,5952998,7373
,GRINGEGALGONA EXCHANGE,GRIN,,,,,COLERAINE BALMORAL,RD,GRINGEGALGONA,VIC,3315,141,47,14,E,37,24,33,S,54,569659,5859443,7376
,GROVEDALE EXCHANGE,GROX,,,LOT,1,TORQUAY,RD,GROVEDALE,VIC,3216,144,20,21,E,38,12,39,S,55,267033,5767440,7065
,GRUYERE EXCHANGE (SPB),GRUY,134,,,,KILLARA,RD,GRUYERE,VIC,3770,145,26,54,E,37,44,24,S,55,363278,5821913,5954
,GUILDFORD EXCHANGE (SCAX),GUID,,,,,BRIDGE,RD,GUILDFORD,VIC,3451,144,10,52,E,37,8,52,S,55,249639,5885026,7379
,GUNBOWER EXCHANGE (SCAX),GUNR,,,LOT,1,MAIN,ST,GUNBOWER,VIC,3566,144,21,51,E,35,57,26,S,55,262276,6017598,10390
,GYMBOWEN EXCHANGE (SCAX),GYMB,,,,,NATIMUK-FRANCES,RD,GYMBOWEN,VIC,3401,141,35,22,E,36,43,58,S,54,552627,5934619,7381
,HADDON EXCHANGE (SCAX),HADD,,,,,FINCH'S,RD,HADDON,VIC,3351,143,46,5,E,37,35,55,S,54,744367,5835128,5955
,HALLAM EXCHANGE,HALA,1,3,,,YOUNG,RD,HALLAM,VIC,3803,145,16,30,E,38,0,13,S,55,348546,5792394,5906
,HALLS GAP EXCHANGE,HSGP,,,,,GRAMPIANS,RD,HALLS GAP,VIC,3381,142,31,14,E,37,7,49,S,54,635063,5889604,5939
,HALLSTON EXCHANGE,HALS,,,,,GRAND RIDGE,RD,HALLSTON,VIC,3953,146,1,4,E,38,21,22,S,55,414175,5754231,5968
,HAMILTON EXCHANGE,HMON,57,,,,GRAY,ST,HAMILTON,VIC,3300,142,1,49,E,37,44,5,S,54,590776,5823118,5963
,HARCOURT EXCHANGE (TSB),HARC,,,,,HIGH,ST,HARCOURT,VIC,3453,144,15,47,E,36,59,44,S,55,256431,5902132,5980
,HARRIETVILLE EXCHANGE,HYLE,,,,,GREAT ALPINE,RD,HARRIETVILLE,VIC,3741,147,3,59,E,36,53,7,S,55,505906,5917838,5978
,HARROW EXCHANGE,HARO,,,,,HARROW CASTERTON,RD,HARROW,VIC,3317,141,35,34,E,37,10,0,S,54,552626,5886484,7382
CNR SPRINGVALE ROAD,HARSTON EXCHANGE (SCAX),HSTN,980,,,,GIRGARRE EAST,RD,HARSTON,VIC,3616,145,6,49,E,36,27,16,S,55,330948,5964006,5981
CNR GEORGE ST,HARTWELL EXCHANGE,HTLL,2,4,,,BRIGHT,ST,HARTWELL,VIC,3124,145,4,36,E,37,50,50,S,55,330773,5809406,5889
CNR PENSHURST AVE,HASTINGS EXCHANGE,HAST,16,,,,COOL STORE,RD,HASTINGS,VIC,3915,145,11,18,E,38,18,11,S,55,341590,5759003,5967
,HAWKESDALE EXCHANGE (SCAX),HAWK,,,,,AUSTIN,ST,HAWKESDALE,VIC,3287,142,19,26,E,38,6,24,S,54,616066,5781533,7385
,HAWTHORN EXCHANGE,HAWN,375,,,,BURWOOD,RD,HAWTHORN,VIC,3122,145,2,11,E,37,49,22,S,55,327171,5812029,7925
,HAZELWOOD NORTH EXCHANGE (SCAX,HZWD,,,LOT,2,CHURCH,RD,HAZELWOOD NORTH,VIC,3840,146,28,31,E,38,16,29,S,55,454096,5763588,5970
,HEALESVILLE EXCHANGE & RT,HVIL,213,,,,MAROONDAH,HWY,HEALESVILLE,VIC,3777,145,30,57,E,37,39,14,S,55,369081,5831548,5861
,HEATHCOTE EXCHANGE,HEAT,135,,,,HIGH,ST,HEATHCOTE,VIC,3523,144,42,31,E,36,55,21,S,55,295898,5911261,5863
,HEATHERTON EXCHANGE,HETH,310,314,,,KINGSTON,RD,HEATHERTON,VIC,3202,145,6,37,E,37,57,27,S,55,333979,5797230,5860
,HEATHMERE EXCHANGE (SCAX),HEAH,,,,,HEATHMERE SIDING,RD,HEATHMERE,VIC,3305,141,37,5,E,38,14,18,S,54,554087,5767570,7388
,HEDLEY EXCHANGE (SCAX),HEDE,,,,,SOUTH GIPPSLAND,HWY,HEDLEY,VIC,3967,146,33,20,E,38,37,54,S,55,461310,5724018,7392
,HEIDELBERG EXCHANGE,HDBG,99,101,,,CAPE,ST,HEIDELBERG,VIC,3084,145,4,1,E,37,45,22,S,55,329708,5819499,5964
,HENSLEY PARK EXCHANGE,HARK,,,,,HENSLEY PARK,RD,HENSLEY PARK,VIC,3301,142,3,29,E,37,36,14,S,54,593391,5837617,7391
,HESKET EXCHANGE (SCAX),HESK,,,,,MILLERS,LN,HESKET,VIC,3442,144,38,3,E,37,20,42,S,55,290430,5864242,7393
,HEXHAM EXCHANGE (SCAX),HEXM,,,,,HAMILTON,HWY,HEXHAM,VIC,3273,142,41,14,E,37,59,45,S,54,648145,5793315,7394
,HEYFIELD EXCHANGE & RT,HEYF,4,,,,PEARSON,ST,HEYFIELD,VIC,3858,146,47,11,E,37,58,53,S,55,481229,5796226,5932
,HEYWOOD EXCHANGE (SCAX),HEYD,,,,,SCOTT,ST,HEYWOOD,VIC,3304,141,37,51,E,38,7,56,S,54,555286,5779336,5960
,HIGHETT EXCHANGE & FLEETCOM,HGTT,1061,1063,,,NEPEAN,HWY,HIGHETT,VIC,3190,145,2,27,E,37,56,29,S,55,327840,5798891,5867
,HILL END EXCHANGE (SCAX),HILD,,,,,WILLOW GROVE,RD,HILL END,VIC,3825,146,9,2,E,38,0,50,S,55,425428,5792318,5962
,HODDLES CREEK EXCHANGE,HODD,,,,,GEMBROOK,RD,HODDLES CREEK,VIC,3139,145,35,52,E,37,49,57,S,55,376600,5811857,7395
,HOMECROFT EXCHANGE (SCAX),HCFT,,,,,BORUNG,HWY,HOMECROFT,VIC,3393,142,34,31,E,36,14,48,S,54,641533,5987553,5961
,HOPETOUN EXCHANGE (SCAX),HETN,76,,,,CUMMING,ST,HOPETOUN,VIC,3396,142,21,50,E,35,43,44,S,54,623342,6045275,5959
,HOPEVALE EXCHANGE (SCAX),HOPV,,,,,HEALEYS,RD,HOPEVALE,VIC,3396,142,1,26,E,35,8,2,S,54,593275,6111641,7397
CNR BRIDGE RD,HORFIELD EXCHANGE,HORF,,,,,KERANG-LEITCHVILLE,RD,HORFIELD,VIC,3567,144,10,18,E,35,51,55,S,55,244616,6027313,7396
,HORSHAM EXCHANGE & RT,HORM,25,,,,MCLACHLAN,ST,HORSHAM,VIC,3400,142,11,56,E,36,42,55,S,54,607077,5936058,9322
,HOTHAM HEIGHTS EXCHANGE & RT,HMHS,,,,,OFF ALPINE,RD,HOTHAM HEIGHTS,VIC,3741,147,7,59,E,36,58,44,S,55,511848,5907461,8839
,HOTSPUR EXCHANGE (SCAX),HOTS,,,,,MCDONALD,ST,HOTSPUR,VIC,3303,141,33,31,E,37,55,36,S,54,549093,5802184,5865
,HUNTLY EXCHANGE (BVR),HUNY,,,,,MAIN,ST,HUNTLY,VIC,3551,144,19,19,E,36,40,34,S,55,260678,5937728,11312
,HURSTBRIDGE EXCHANGE,HURB,969,,,,HEIDELBERG-KINGLAKE,RD,HURSTBRIDGE,VIC,3099,145,11,46,E,37,38,12,S,55,340832,5832980,5876
,ICY CREEK EXCHANGE,ICYK,1700,,,,MOUNT BAW BAW TOURIST,RD,ICY CREEK,VIC,3833,146,5,45,E,37,52,40,S,55,420477,5807375,7399
,ILLOWA EXCHANGE (SCAX),ILLO,,,,,WOODFORD-YANGERY,RD,ILLOWA,VIC,3282,142,25,35,E,38,18,54,S,54,624697,5758282,7401
20KM W WODONGA,INDIGO VALLEY EXCHANGE,INDV,,,,,INDIGO CREEK,RD,INDIGO VALLEY VIA BARNAWARTHA,VIC,3688,146,45,31,E,36,11,35,S,55,478287,5994597,4430
,INGLEWOOD EXCHANGE,INWD,96,,,,GRANT,ST,INGLEWOOD,VIC,3517,143,52,13,E,36,34,31,S,54,756825,5948420,10152
,INVERGORDON EXCHANGE (SCAX),IGON,,,,,SHEPPARTON-KATAMATITE,RD,INVERGORDON,VIC,3636,145,34,57,E,36,9,38,S,55,372491,5997328,7402
,INVERLEIGH EXCHANGE,INVR,,,,,HIGH,ST,INVERLEIGH,VIC,3321,144,3,35,E,38,6,3,S,55,242173,5778910,8935
,INVERLOCH EXCHANGE,INLO,26,,,,A'BECKETT,ST,INVERLOCH,VIC,3996,145,43,46,E,38,38,1,S,55,389408,5723129,5982
,IRREWARRA EXCHANGE (SCAX),IRRE,,,,,MCKAYS,RD,IRREWARRA,VIC,3249,143,40,50,E,38,14,33,S,54,734586,5763892,7403
,IRREWILLIPE EXCHANGE (SCAX),IREW,,,,,IRREWILLIPE,RD,IRREWILLIPE,VIC,3249,143,26,53,E,38,24,36,S,54,713743,5745867,5983
,IRYMPLE EXCHANGE,IRYM,1478,,,,KOORLONG,AVE,IRYMPLE,VIC,3498,142,10,34,E,34,14,22,S,54,608301,6210681,7195
,IVANHOE EXCHANGE,IVAN,88,,,,UPPER HEIDELBERG,RD,IVANHOE,VIC,3079,145,2,30,E,37,46,12,S,55,327514,5817911,5988
,JACK RIVER EXCHANGE (SCAX),JCKR,,,,,RIVER,RD,JACK RIVER,VIC,3971,146,34,1,E,38,33,2,S,55,462258,5733023,7404
,JAMIESON EXCHANGE (SCAX),JMSN,,,,,PERKINS,ST,JAMIESON,VIC,3723,146,8,15,E,37,18,8,S,55,423554,5871267,5992
,JANCOURT EAST EXCHANGE (SCAX),JANC,,,,,GRIBBLES,RD,JANCOURT,VIC,3266,143,9,21,E,38,25,14,S,54,688199,5745332,7729
,JARKLIN EXCHANGE (SCAX),JARK,,,,,SERPENTINE-KERANG,RD,JARKLIN,VIC,3517,143,58,28,E,36,19,6,S,54,767028,5976649,9020
,JEPARIT EXCHANGE (SCAX),JEPA,,,,,JOHN,ST,JEPARIT,VIC,3423,141,59,9,E,36,8,29,S,54,588689,5999930,5991
,JINDIVICK EXCHANGE,JDVK,,,,,MAIN JINDIVICK,RD,JINDIVICK,VIC,3818,145,54,15,E,38,2,30,S,55,403835,5789010,7728
,JOHANNA EXCHANGE,JOHA,,,,,GREAT OCEAN,RD,LAVERS HILL SOUTH,VIC,3238,143,24,41,E,38,44,20,S,54,709585,5709438,7987
,JORDANVILLE EXCHANGE,JVLE,281,,,,HUNTINGDALE,RD,JORDANVILLE,VIC,3148,145,6,36,E,37,52,29,S,55,333768,5806415,5971
CNR CASHEN RD,JUNORTOUN EXCHANGE,JRTN,,,,,MCIVOR,HWY,JUNORTOUN,VIC,3551,144,19,49,E,36,45,41,S,55,261687,5928286,11683
,KADNOOK EXCHANGE (SCAX),KADN,,,,,EDENHOPE-KADNOOK,RD,KADNOOK,VIC,3318,141,23,7,E,37,8,39,S,54,534214,5889075,6034
,KALKALLO EXCHANGE,KKLO,,,,,HUME,HWY,KALKALLO,VIC,3064,144,56,48,E,37,31,46,S,55,318561,5844425,6029
,KALKEE EXCHANGE (SCAX),KALK,,,,,KALKEE,RD,KALKEE,VIC,3401,142,12,36,E,36,32,53,S,54,608294,5954592,5993
,KAMAROOKA EXCHANGE (SCAX),KAMA,,,,,KAMAROOKA-TENNYSON,RD,KAMAROOKA,VIC,3570,144,20,39,E,36,28,24,S,55,262042,5960284,7406
,KANGAROO FLAT EXCHANGE,KGRO,16,,,,CHURCH,ST,KANGAROO FLAT,VIC,3555,144,14,45,E,36,47,48,S,55,254261,5924158,6005
,KANGAROO GROUND EXCHANGE,KROD,20,,,,KANGAROO GRD ST  ANDREWS,RD,KANGAROO GROUND,VIC,3097,145,13,5,E,37,41,4,S,55,342884,5827697,6129
,KANIVA EXCHANGE (SCAX) & SMOF,KANI,,,,,MADDEN,ST,KANIVA,VIC,3419,141,14,24,E,36,22,35,S,54,521524,5974286,6003
,KARAWINNA EXCHANGE (SCAX),KARA,,,,,MILLIWA,RD,KARAWINNA,VIC,3496,141,41,30,E,34,22,53,S,54,563581,6195350,7405
,KARIAH EXCHANGE,KARI,,,,,CAMPERDOWN LISMORE,RD,KARIAH,VIC,3260,143,12,38,E,38,10,42,S,54,693619,5772100,6000
,KARINGAL EXCHANGE,KALG,228,,,,KARINGAL,DR,KARINGAL,VIC,3199,145,9,39,E,38,9,19,S,55,338860,5775374,5998
,KATAMATITE EXCHANGE (SCAX),KATM,,,,,GOORANG,ST,KATAMATITE,VIC,3649,145,41,27,E,36,4,52,S,55,382116,6006277,5996
,KATANDRA WEST EXCHANGE (SCAX),KATW,,,,,HICKEYS,RD,KATANDRA,VIC,3634,145,33,28,E,36,13,41,S,55,370378,5989807,6022
,KATUNGA EXCHANGE (SCAX),KUGA,5,,,,CARTER,ST,KATUNGA,VIC,3640,145,27,33,E,36,0,4,S,55,361116,6014846,5994
,KATYIL EXCHANGE (SCAX),KATY,,,,,GOVERNMENT,RD,KATYIL,VIC,3414,142,7,11,E,36,21,24,S,54,600460,5975920,5977
CNR ELY ST,KEILOR EXCHANGE,KLOR,,,,,EXCHANGE,CL,KEILOR EAST,VIC,3033,144,51,6,E,37,43,40,S,55,310670,5822229,6033
,KENMARE EXCHANGE (SCAX),KENM,,,,,KENMARE-BEULAH,RD,KENMARE,VIC,3395,142,10,24,E,35,54,35,S,54,605868,6025440,6027
,KENNEDYS CREEK EXCHANGE (SCAX),KENK,,,,,LAVERS HILL-COBDEN,RD,KENNEDYS CREEK,VIC,3239,143,16,31,E,38,37,33,S,54,698064,5722299,7408
,KERANG EXCHANGE & RT,KERA,18,,,,ALBERT,ST,KERANG,VIC,3579,143,54,59,E,35,44,1,S,54,763765,6041683,6015
50 KM SW WODONGA,KERGUNYAH EXCHANGE,KGYH,,,,,,,KERGUNYAH,VIC,3691,147,3,31,E,36,19,42,S,55,505250,5979618,4462
,KERRISDALE EXCHANGE,KERS,,,,,7280 GOULBURN VALLEY,HWY,KERRISDALE,VIC,3660,145,16,8,E,37,9,2,S,55,346263,5887037,7410
,KEW EAST EXCHANGE,EKEW,891,,,,HIGH,ST,KEW EAST,VIC,3102,145,3,47,E,37,47,38,S,55,329453,5815300,6032
,KEW EXCHANGE,KEWE,106,108,,,DENMARK,ST,KEW,VIC,3101,145,1,44,E,37,48,28,S,55,326477,5813696,5987
,KEYSBOROUGH EXCHANGE,KEYS,359,363,,,CHELTENHAM,RD,KEYSBOROUGH,VIC,3173,145,10,1,E,37,59,35,S,55,339035,5793384,5976
CNR MCKERNAN RD,KIALLA EAST EXCHANGE,KIAE,760,,,,EUROA,RD,KIALLA EAST,VIC,3631,145,29,52,E,36,28,33,S,55,365413,5962239,7411
,KIALLA EXCHANGE,KIAL,2,,,,RAFTERY,RD,KIALLA,VIC,3631,145,23,20,E,36,25,14,S,55,355555,5968213,6016
20KM SE WODONGA,KIEWA (TANGAMBALANGA) EXCHANGE,KEWA,,,,,KIEWA EAST,RD,TANGAMBALANGA,VIC,3691,147,1,45,E,36,15,13,S,55,502610,5987907,2574
,KILLARNEY EXCHANGE,KILA,21,,,,MAHONEYS,RD,KILLARNEY,VIC,3283,142,18,45,E,38,20,48,S,54,614691,5754915,7785
,KILLAWARRA EXCHANGE (SCAX),KWRA,,,,,YARRAWONGA,RD,KILLAWARRA,VIC,3678,146,14,50,E,36,14,21,S,55,432349,5989246,6024
,KILMANY EXCHANGE (SCAX),KLMY,,,,,SWAMP,RD,KILMANY,VIC,3851,146,54,23,E,38,4,38,S,55,491782,5785598,7413
,KILMORE EXCHANGE,KILM,5,7,,,POWLETT,ST,KILMORE,VIC,3764,144,57,17,E,37,17,26,S,55,318697,5870947,6026
,KIMBOLTON EXCHANGE (SCAX),KBOL,,,,,LYELL,RD,KIMBOLTON,VIC,3551,144,29,54,E,36,52,15,S,55,277009,5916548,7804
OPP MAH LOOKS RD,KING VALLEY EXCHANGE,KGVY,,,,,WANGARATTA WHITFIELD,RD,KING VALLEY,VIC,3678,146,25,8,E,36,41,35,S,55,448086,5939020,7789
,KINGLAKE EXCHANGE,KAKE,,,,,ROBERTSON,RD,KINGLAKE,VIC,3763,145,20,28,E,37,31,55,S,55,353420,5844821,6031
,KINGLAKE WEST EXCHANGE,KAKW,1251,,,,MAIN,RD,KINGLAKE WEST,VIC,3757,145,14,18,E,37,28,30,S,55,344221,5850989,6036
,KINGS PARK EXCHANGE,KGPK,37,,,,FLINT,CRES,DELAHEY,VIC,3037,144,46,4,E,37,43,33,S,55,303277,5822272,11736
,KNOWSLEY EXCHANGE (SCAX),KNOW,,,,,MCIVOR,HWY,KNOWSLEY,VIC,3523,144,35,12,E,36,49,33,S,55,284757,5921744,7907
NEAR CNR BLUETOP RD,KOBYBOYN EXCHANGE,KOBY,,,,,HIGHLANDS,RD,KOBYBOYN,VIC,3660,145,22,19,E,37,3,47,S,55,355249,5896908,7415
,KOETONG EXCHANGE,KTNG,,,PT LOT,7,TALLANGATTA CORRYONG,RD,KOETONG,VIC,3704,147,29,49,E,36,8,53,S,55,544693,5999502,4516
,KOLORA EXCHANGE (SCAX),KOLO,,,,,MORTLAKE-TERANG,RD,KOLORA,VIC,3265,142,53,25,E,38,8,3,S,54,665664,5777622,6004
,KONGWAK EXCHANGE (SCAX),KWAK,1479,,,,KORUMBURRA-WONTHAGGI,RD,KONGWAK,VIC,3951,145,42,48,E,38,31,7,S,55,387827,5735871,5999
CORNER COLERAINE EDENHOPE ROAD &,KONONGWOOTONG EXCHANGE,KONG,,,,,NAREEN,RD,KONONGWOOTONG,VIC,3315,141,40,33,E,37,29,49,S,54,559744,5849770,7417
,KOONWARRA EXCHANGE,KNWA,,,,,SOUTH GIPPSLAND,HWY,KOONWARRA,VIC,3954,145,56,50,E,38,32,52,S,55,408254,5732894,7420
,KOORLONG EXCHANGE (SCAX),KRLG,,,,,BENETOOK,AVE,KOORLONG,VIC,3501,142,5,20,E,34,15,44,S,54,600242,6208245,7790
,KOOROOMAN EXCHANGE (SCAX),KMAN,,,,,GOVERNMENT,RD,KOOROOMAN,VIC,3953,146,1,45,E,38,28,14,S,55,415304,5741542,5995
,KOO-WEE-RUP EXCHANGE,KWRP,,,,,STATION,ST,KOO WEE RUP,VIC,3981,145,29,24,E,38,11,55,S,55,367775,5771085,5997
,KOOYONG EXCHANGE,KYNG,1098,,,,MALVERN,RD,KOOYONG,VIC,3144,145,1,42,E,37,51,5,S,55,326530,5808855,6030
,KOROIT EXCHANGE (SCAX),KORT,,,,,SPRING CREEK,RD,KOROIT,VIC,3282,142,22,3,E,38,17,31,S,54,619587,5760918,5975
,KORONG VALE EXCHANGE (SCAX),KRVE,,,,,BOORT-WEDDERBURN,RD,BORUNG,VIC,3518,143,42,23,E,36,21,22,S,54,742840,5973164,7986
CNR BRIDGE ST,KORUMBURRA EXCHANGE,KRBA,,,,,PRINCES,ST,KORUMBURRA,VIC,3950,145,49,22,E,38,26,9,S,55,397250,5745185,6018
,KOTUPNA EXCHANGE (SCAX),KOTU,,,,,HANCOCKS BRIDGE,RD,KOTUPNA,VIC,3638,145,7,9,E,36,8,54,S,55,330785,5997975,6020
,KOYUGA EXCHANGE (SCAX),KOYU,,,,,O'DEA,RD,KOYUGA,VIC,3622,144,53,14,E,36,13,18,S,55,310093,5989410,7421
,KROWERA EXCHANGE,KROW,,,,,KERNOT KROWERA,RD,KROWERA,VIC,3945,145,40,39,E,38,26,19,S,55,384575,5744704,7422
,KYABRAM EXCHANGE & RT,KYAB,12,,,,BRADLEY,ST,KYABRAM,VIC,3620,145,2,40,E,36,18,52,S,55,324449,5979384,6013
,KYNETON EXCHANGE,KYNE,2,,,,JENNINGS,ST,KYNETON,VIC,3444,144,27,11,E,37,14,51,S,55,274093,5874644,7192
,LAANECOORIE EXCHANGE (MMB),LAAN,,,,,WOODSTOCK NORTH-EASTVILLE,RD,LAANECOORIE,VIC,3463,143,58,3,E,36,50,24,S,54,764617,5918779,7191
,LABERTOUCHE EXCHANGE,LABE,,,,,LABERTOUCHE NORTH,RD,LABERTOUCHE,VIC,3816,145,48,22,E,38,2,59,S,55,395242,5788010,7795
,LAEN EXCHANGE (SCAX),LAEN,,,,,COPE COPE,RD,LAEN,VIC,3480,142,52,22,E,36,25,3,S,54,667899,5968126,7985
,LAHARUM EXCHANGE,LARM,,,,,NORTHERN GRAMPIANS,RD,LAHARUM VIA HORSHAM,VIC,3400,142,19,29,E,36,56,50,S,54,617950,5910174,7796
VIA HORSHAM,LAHARUM NORTH EXCHANGE,LAMN,,,,,LAHARUM,RD,LAHARUM NORTH,VIC,3400,142,18,56,E,36,52,33,S,54,617243,5918105,6143
,LAKE BOGA EXCHANGE (SCAX),LBGA,,,,,MARRABOOR,ST,LAKE BOGA,VIC,3584,143,37,27,E,35,27,40,S,54,738129,6072668,9492
,LAKE BOLAC EXCHANGE (SCAX),LBOC,,,,,MONTGOMERY,ST,LAKE BOLAC,VIC,3351,142,50,39,E,37,42,56,S,54,662541,5824155,6049
,LAKE MARMAL EXCHANGE (SCAX),LKML,,,,,BOORT-WYCHEPROOF,RD,LAKE MARMAL,VIC,3525,143,28,57,E,36,4,39,S,54,723538,6004616,7983
,LAKE MERAN EXCHANGE (SCAX),LMER,,,,,KERANG-BOORT,RD,LAKE MERAN,VIC,3579,143,47,18,E,35,52,25,S,54,751731,6026492,6045
,LAKE MUNDI EXCHANGE,LUND,,,,,PENOLA CASTERTON,RD,LAKE MUNDI,VIC,3312,141,3,32,E,37,32,41,S,54,505212,5844693,7425
,LAKE ROWAN EXCHANGE (SCAX),LKRN,,,,,CEMETERY,RD,LAKE ROWAN,VIC,3727,146,0,8,E,36,14,28,S,55,410337,5988831,7866
